,STATE,Year,Lead (in ug/m3 LC)
0,Alabama,1980,1.2316831683168317
1,Alabama,1981,0.8234539473684211
2,Alabama,1982,0.8457574999999999
3,Alabama,1983,0.8658318785578748
4,Alabama,1984,1.219908466819222
5,Alabama,1985,0.6802952983725136
6,Alabama,1986,0.6147662587412588
7,Alabama,1987,0.7461061415220294
8,Alabama,1988,1.0598049088359045
9,Alabama,1989,0.943093415007657
10,Alabama,1990,0.6798437500000001
11,Alabama,1991,0.5735517241379311
12,Alabama,2002,0.003835714285714286
13,Alabama,2003,0.003371559633027523
14,Alabama,2005,0.17671940298507463
15,Alabama,2006,0.23240000000000002
16,Alabama,2007,0.7054451612903226
17,Alabama,2008,0.5759603960396039
18,Alabama,2009,0.4130727272727273
19,Alabama,2010,0.6012020202020202
20,Alabama,2011,0.6212641509433963
21,Alabama,2012,0.23559861591695505
22,Alabama,2013,0.07168558951965065
23,Alabama,2014,0.03196069868995633
24,Alabama,2015,0.03294042553191489
25,Alabama,2016,0.045160220994475135
26,Alabama,2017,0.05960683760683761
27,Alabama,2018,0.06627586206896552
28,Alabama,2019,0.08451785714285713
29,Alaska,1980,0.6182914572864322
30,Alaska,1981,0.5697478991596638
31,Alaska,1982,0.46778242677824267
32,Alaska,1983,0.48208955223880595
33,Alaska,1984,0.4794193548387097
34,Alaska,1985,0.2884496
35,Alaska,1986,0.18589111111111112
36,Alaska,1987,0.09655121951219513
37,Alaska,1988,0.02666666666666667
38,Alaska,2010,0.003
39,Alaska,2011,0.018808510638297873
40,Alaska,2012,0.05455555555555556
41,Arizona,1980,0.2508694779116466
42,Arizona,1981,0.23444858919177428
43,Arizona,1982,0.15344474529600735
44,Arizona,1983,0.27110782761653474
45,Arizona,1984,0.2372911585365854
46,Arizona,1985,0.21583564463705307
47,Arizona,1986,0.16475826612903227
48,Arizona,1987,0.10308583333333333
49,Arizona,1988,0.06389722222222222
50,Arizona,1989,0.07184210526315789
51,Arizona,1990,0.057161290322580646
52,Arizona,1991,0.05026600985221675
53,Arizona,1992,0.03008920187793427
54,Arizona,1993,0.026308370044052867
55,Arizona,1994,0.02481858407079646
56,Arizona,1995,0.025218340611353713
57,Arizona,1996,0.02767873303167421
58,Arizona,1997,0.019103703703703706
59,Arizona,2010,0.021500000000000002
60,Arizona,2011,0.07597647058823528
61,Arizona,2012,0.056674622356495466
62,Arizona,2013,0.033840053050397875
63,Arizona,2014,0.03963258145363408
64,Arizona,2015,0.03185220588235294
65,Arizona,2016,0.04828032786885246
66,Arizona,2017,0.07260705596107056
67,Arizona,2018,0.062248138957816376
68,Arizona,2019,0.06179447852760736
69,Arkansas,1981,0.1752735294117647
70,Arkansas,1982,0.38896
71,Arkansas,1983,0.3411810650887574
72,Arkansas,1984,0.27963030303030306
73,Arkansas,1985,0.19049194630872482
74,Arkansas,1986,0.15208333333333332
75,Arkansas,1987,0.14183333333333334
76,Arkansas,1988,0.11760869565217391
77,Arkansas,1989,0.10370689655172413
78,Arkansas,1990,0.007288135593220339
79,Arkansas,1991,0.0
80,Arkansas,2011,0.008
81,Arkansas,2012,0.003131578947368421
82,Arkansas,2013,0.0020948275862068965
83,Arkansas,2014,0.0017500000000000003
84,Arkansas,2015,0.0013125
85,Arkansas,2016,0.0009777777777777777
86,California,1980,0.49799750312109864
87,California,1981,0.3872459499263623
88,California,1982,0.3521636839481555
89,California,1983,0.2776442355269669
90,California,1984,0.23779318181818182
91,California,1985,0.1415793993146543
92,California,1986,0.10479958924570575
93,California,1987,0.07290776053215078
94,California,1988,0.06208452868852459
95,California,1989,0.049807657657657656
96,California,1990,0.04577140077821012
97,California,1991,0.09202290076335877
98,California,1992,0.03606605222734255
99,California,1993,0.020798856900931414
100,California,1994,0.020939370418283743
101,California,1995,0.020984581497797354
102,California,1996,0.018911657083115523
103,California,1997,0.01654307441607822
104,California,1998,0.01737386934673367
105,California,1999,0.023138988095238094
106,California,2000,0.02258999192897498
107,California,2001,0.02583960612691466
108,California,2002,0.014590630048465265
109,California,2003,0.019595466666666665
110,California,2004,0.013156203288490285
111,California,2005,0.012298318042813457
112,California,2006,0.008411647727272728
113,California,2007,0.02852018779342723
114,California,2008,0.2471975732217573
115,California,2009,0.08272674591381872
116,California,2010,0.06752963988919668
117,California,2011,0.08171269841269842
118,California,2012,0.0357400314589068
119,California,2013,0.02807842340511987
120,California,2014,0.017543109203624226
121,California,2015,0.012560396168915978
122,California,2016,0.011568365122615804
123,California,2017,0.010935858310626703
124,California,2018,0.01102548456957228
125,California,2019,0.009307328719723184
126,Colorado,1982,0.192715
127,Colorado,1983,0.5797267605633803
128,Colorado,1984,0.39260204081632655
129,Colorado,1985,0.15499703703703704
130,Colorado,1986,0.07311120689655172
131,Colorado,1987,0.04544556650246306
132,Colorado,1988,0.023959875259875262
133,Colorado,1989,0.018050541516245487
134,Colorado,1990,0.04763578274760384
135,Colorado,1991,0.044847528916929544
136,Colorado,1992,0.056294536817102135
137,Colorado,1993,0.04719679633867277
138,Colorado,1994,0.030398481973434536
139,Colorado,1995,0.027473903966597078
140,Colorado,1996,0.024680851063829785
141,Colorado,1997,0.014680851063829789
142,Colorado,1998,0.026951754385964914
143,Colorado,1999,0.022294685990338164
144,Colorado,2000,0.031228070175438598
145,Colorado,2001,0.023602178217821783
146,Colorado,2002,0.020592429792429794
147,Colorado,2003,0.03225871964679912
148,Colorado,2004,0.03008235294117647
149,Colorado,2005,0.06970734908136482
150,Colorado,2006,0.021222026431718062
151,Colorado,2007,0.0071669491525423725
152,Colorado,2008,0.007973728813559322
153,Colorado,2009,0.005067543859649123
154,Colorado,2010,0.0075562500000000005
155,Colorado,2011,0.010142011834319526
156,Colorado,2012,0.009210526315789473
157,Colorado,2013,0.008605263157894737
158,Colorado,2014,0.008680851063829787
159,Colorado,2015,0.0014166666666666668
160,Connecticut,1980,0.6011904761904762
161,Connecticut,1981,0.31700109849871844
162,Connecticut,1983,0.3570453608247423
163,Connecticut,1984,0.3006896551724138
164,Connecticut,1985,0.18736194029850747
165,Connecticut,1986,0.10307285714285713
166,Connecticut,1987,0.058936538461538464
167,Connecticut,1988,0.04362727272727273
168,Connecticut,2010,0.003834782608695652
169,Connecticut,2011,0.004058823529411765
170,Connecticut,2012,0.00436
171,Connecticut,2013,0.01945679012345679
172,Connecticut,2014,0.004168539325842696
173,Connecticut,2015,0.0032441860465116283
174,Connecticut,2016,0.002769230769230769
175,Delaware,1980,0.44954347826086954
176,Delaware,1981,0.298976
177,Delaware,1982,0.3276091954022988
178,Delaware,1983,0.2077904761904762
